0558835155,"Polaroid Pbm2200 PC / Gaming Stereo Headphones With Microphone &amp; In-line Volume","Use these high quality headphones for internet chatting and enjoy the comfort and ease of the headphones with the microphone and in-line volume control.Works with: Skype msn AIM YAHOO! Windows Live",13.95,"http://ecx.images-amazon.com/images/I/21rEirndRLL.jpg",,,,,,"{Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones}",924,4145.87,4.49
059403390X,"Barnes &amp; Noble BP-01-C01-N2-1 Industriell Cover","The Barnes &amp;amp; Noble BP-01-C01-N2-1 Industriell Cover for Nook Color and Nook Tablet offers resistance to external and internal damage thanks to the Polyurethane shell with microfiber lining. Featuring a 3-point clip mechanism which securely holds your device, it also provides easy access to your tablet's ports and controls.",15.0,"http://ecx.images-amazon.com/images/I/5145WahSR4L._SY300_.jpg","[B005HM8BRU,0594033918,0594033926,1616826053,B0032UP32K]",,"[B005HM8BRU]","[0594033926,B007H564NS,B005HM8BRU,B002BBJMO6]",,"{All Electronics}",953,3674.02,3.86
0594012015,"Barnes &amp; Noble NOOK Power Kit in Carbon BNADPN31","The Barnes &amp;amp; Noble BNADPN31 Power Kit in Carbon for Nook 1st Edition and Nook Simple Touch e-Reader possesses a compact design, with a 2.5-inch x 4-inch x .60-inch frame so that you can bring this product anywhere. Providing a&amp;nbsp;5-feet micro USB charging cable, the charger offers connection with either a computer or an AC adapter. You can charge your NOOK Wi-Fi, 3G +Wi-Fi, and Simple Touch devices by using the charger in any wall outlet.",32.1,"http://ecx.images-amazon.com/images/I/41kQsHT8UtL._SY300_.jpg","[B0032UP32K,B0034ZRAW4,B0071U6WYU,B0087UBS4M,B004C3KHSG,B00FAS7ASW,140053271X,B004D1OBFW,B00AXHANQ6,B00406Q59K,0594481813]",,"[B0032UP32K,B0087UBS4M]","[B00AZRHYKW,B0032UP32K,B0087UBS4M,B004C3KHSG]",Barnes &amp; Noble,"{Electronics,eBook Readers & Accessories,Power Adapters}",540,2435.33,4.51
0594017580,"Jonathan Adler Punctuation Cover in Black","NOOK cover, designed by Jonathon Adler. Fits the NOOK Simple Touch and Simple Touch with GlowLight.",78.83,"http://ecx.images-amazon.com/images/I/41CqeMM0mTL._SY300_.jpg",,"[161685572X,B00G3KA7RW,B00HVRK208,B00HVRJZII,B00HVRK12M,B00HVRK3B6,B00HVRJVYG]",,"[140053271X]",,"{Electronics,eBook Readers & Accessories,Skins}",512,2513.81,4.91
0594450209,"Barnes &amp; Noble 7&quot; Lautner Chocolate NOOK Case","Keep your tablet safe with this Barnes &amp; Noble NOOK&#153; Case._x000D_ _x000D_ The Barnes &amp; Noble NOOK&#153; Case comes in a stylish chocolate design that is sure to get noticed. It has soft suede materials inside to ensure that your NOOK&#153; is protected from scratches. This case also comes with a 3-point Clip Holder, making your tablet easy to place and secure. Buy the Barnes &amp; Noble NOOK&#153; Case right now!",15.55,"http://ecx.images-amazon.com/images/I/31KkpByX11L._SY300_.jpg",,"[1615527672,161552763X,0594450187,B00CHU88JG,B00CPV1RDG,059445025X,161685572X,0594033926,1616826053,B00B2ZAH0A]",,"[1615527672,161552763X]",,"{Electronics,eBook Readers & Accessories,Covers}",524,1863.7,3.56
0594514681,"Hd Groovy Stand In Blue- Nook","Nook HD+ Barnes and Noble Groovy Stand BLUE for 9 INCH NOOK",12.95,"http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif",,"[B00B20N9XW,0594450233,0594450268,B00AKCUEXG,B00CPV9YOU,B00BN1Q5JA,B009L7EEZA,B00AAKLDN8,B00KV7NAWC,B00AAKLF22,B00BKOWE6I,B00E3P4892,B009UFQ0TG,B00BN1Q5ZE,0594549531,B00JQUT7F4,B00DSLC024,B009L7EPQS,B00BN1Q6VW,B00AAKLUWC,B00DE8RFZS,B00B2Z366C,B00GNE4JFO,B00GNDQN1I,B00BN1Q5LS,B00AAKLZ6I,B00GNDYCMU,B00ASQAJCU,B00AGAS6XW,B00BJCCT02,B00B2ZAH0A,0594482550,0594549523,B00B97BBUQ,B00B2I23RW,B00BN1Q7OI,0594450306,B00IEI2WHY,B00AGAYQEU,059445025X,B00B20N040,0594033926,B00AV1UWWY,0594549507,B00AAVF1GW,B009L7ED3I,1400699169,B007XCINUW]",,"[B00B20N9XW,B00JQUT7F4,0594549531,B00AFXEMCE]",,"{Electronics,eBook Readers & Accessories,Covers}",895,3121.79,3.49
0594549507,"Groovy Protective Stand Cover: Custom Designed for 7-inch NOOK HD: Vine Color","Slim, smart, and lightweight, this ingenious cover is the perfect choice for protecting your NOOK HD. The polyurethane exterior, accented by a subtle \"nook\" logo, is both strong and smooth to the touch; inside, a plastic shell in contrasting charcoal cradles your device while offering full access to the controls. But that's only part of the story. An articulation on the front cover allows you to fold it back and tuck the edge into the metallic clip on the back of the case. The result is a sturdy stand that gives you the option of using your NOOK hands-free in landscape orientation, in either video-viewing mode or typing mode. (The viewing mode offers a more vertical angle.) Proving that this is a smart cover in every sense, it also puts your NOOK HD into sleep mode when you close the front flap and wakes it up when the flap is opened. A laser-etched \"nook\" logo on the back-cover clip adds to the visual appeal of this superior product.",11.5,"http://ecx.images-amazon.com/images/I/01eX9rjxUIL.jpg",,"[B00B20N9XW,0594450233,0594549531,0594549523,B00JQUTCF4,B00CPV1RDG,B00B97BBUQ,B007H564NS,0594033926,B00B97BC7S,B00A66BR3W,B00KGC9MGK,B00KGC9GRK,B00BXE5WMS,B00AKCUEXG,B00BKOWE6I]","[B00AFXKID6]","[B00B20N9XW,0594549523,0594549531,B00DE8RFZS]",Barnes &amp; Noble,"{Electronics,eBook Readers & Accessories,Covers}",208,731.59,3.52
0594478162,"Official Nook Audio Ie250 Earphones","Barnes and noble official nook earphones.",665.11,"http://ecx.images-amazon.com/images/I/41-ZZ1e7OEL._SX300_.jpg",,"[B004VNAVSS]",,,,"{Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones}",722,3459.24,4.79
0594451647,"Barnes &amp; Noble HDTV Adapter Kit for NOOK HD and NOOK HD+","HDTV Adapter Kit for NOOK HD and NOOK HD+ This handy kit enables you to stream content from your NOOK HD or NOOK HD+ to a high-definition TV, via the included adapter and High Speed HDMI Cable. The kit also includes a pass-through that allows you to charge your NOOK while streaming, so there's no danger of running out of battery power before you're done. (A compatible NOOK Power Kit is required for this function and is not included with the adapter kit.)",49.95,"http://ecx.images-amazon.com/images/I/51RjSETO23L._SX300_.jpg","[B009L7EEZA,B00AGAYQEU,B00AGAS6XW,B00BN1Q5JA,B00AV1UWWY,B00CPV9YOU,1400699169,B00AK2MHEU,B00AFYBTSI,0594481813,B00AAVF0J0,0594481902,B00E9IAQ1C,B00BKOWE6I,B00AAKLZ6I,B00AAKLUWC,B007KZC6R8,B00E9IKYKK,B009L7E838,B00AFXEMCE,B00DE8RFZS,B00AFXGMN6,B00A668GUO,1400698987,B00AAKLF22,B00E3P4892,B00AAKLDN8,B009L7EGC6,B00B20N9XW,B00BN1Q63A,1400501520,B00JQUT7F4,B00B8YC13G,B00BN1Q7PW,B00AFXKID6,B007XCINUW,B009L7ED3I,B00E9ISXPS,B00BN1Q5LS,B00DSLC024,1449359531,B009L7EJAK,B00C2L6MAW,B00BN1Q5ZE,B007FN910U,B0063W7XJK,B009QZH7BU]",,"[B009L7EEZA]","[0594481813,0594481902,B009L7EEZA,B00AK2MHEU]",,"{Electronics,Computers & Accessories,Touch Screen Tablet Accessories,Chargers & Adapters}",394,1221.83,3.1
0594450705,"Nook Vara Stylus 2-in-1","IT'S BEST PRODUCTS THAT A LOT PEOPLE LOVE IT.",9.95,"http://ecx.images-amazon.com/images/I/31pTSps6B8L._SY300_.jpg",,"[0594479525,B00ER52IZY,B00BNPS3XW,B007XCINUW]",,"[B00AAKLF22]",,"{Electronics,eBook Readers & Accessories,Bundles}",605,2002.3,3.31
0594033896,"Nook Color Clear Screen Protector Kit 2-Pack","The Barnes &amp;amp; Noble H15201-LTR-1 Clear Screen Film Kit contains two pieces of clear protective film to either accommodate two devices, or use one as a replacement. Specifically built to protect the NOOK Color or the NOOK Tablet, this protective film perfectly matches to the NOOK device's interface.",1.93,"http://ecx.images-amazon.com/images/I/31VNMZGxuwL._SY300_.jpg","[0594033926,B007H564NS,1400532655,B004WGKTRM,B007YDAARE,B00JQUT7F4,B00E9IAQ1C,B005HM8BRU,B00AAKLIIS,B00CPV1RDG,B004YW5406,B004D1OBFW,B0071U6Y2A,B007MY4K9E,1400501466,B0069ZFYCY]",,,"[B005HM8BRU,B00E9IAQ1C,B004WGKTRM,B005HM8BTI]",,"{Electronics,eBook Readers & Accessories,Bundles}",578,2344.16,4.06
0594477670,"Barnes &amp; Noble NOOK Color &amp; Tablet Anti-Glare Screen Protector Film Kit","Nook Color Tablet Anti--Glare Screen Film Kit - Compatable with Nook Tablet and Nook Color only",0.94,"http://ecx.images-amazon.com/images/I/31VRrdE3B%2BL._SX300_.jpg",,"[0594033896,B005HM8BRU,1615527621,B00C5W16B8]",,"[0594033896,B004WGKTRM,B005HM8BRU,B005HM8BTI]",,"{Electronics,eBook Readers & Accessories,Screen Protectors}",736,3018.09,4.1
0594481813,"Barnes &amp; Noble OV/HB-ADP Universal Power Kit","Power up your device with this Barnes &amp; Noble OV/HB-ADP Universal Power Kit._x000D_ _x000D_ This Universal Power Kit is specifically designed for your Nook HD and Nook HD+. The kit comes in handy in case you need to replace an old AV adapter or just happen to need a back up. Its retractable prongs make it more convenient for your digital lifestyle. Buy this Barnes &amp; Noble OV/HB-ADP Universal Power Kit now!",19.65,"http://ecx.images-amazon.com/images/I/41K7ymN5fzL._SY300_.jpg","[B00AAKLIIS,B00A668GUO,B00AAKLZ6I,B00CPV1RDG,B00HW0QGPY,B00AZRHYKW,B00DE8RFZS,B009L7EEZA,B00AV1UWWY,B0032UP32K,B00JQUTCF4,0594481902,1400699169,B00BN1Q63A,B00AZR962G,B00B20N9XW,B00BN1Q5LS,B00CPV9YOU,B007XCINUW,B00E9IAQ1C,B00AKCUEXG,B006JRS172,B00BN1Q5JA,B00E9IKYKK,B0087UBS4M,B00BKOWE6I,B0069QPC0W,B005HM8BRU,B00DQCF9LY,B007IIT8KU,B00979M0LW,B009CCOI9Q,B00HFEBS8W,B004CGHDEO,B00DMWFS8C,B006915SF6]",,"[B00AAKLZ6I]","[0594481902,B00AZRHYKW,B00HW0QGPY,B00A668GUO]",Barnes &amp; Noble,"{Electronics,eBook Readers & Accessories,Power Adapters}",756,3411.29,4.51
0594033934,"Barnes &amp; Noble B505360439 Wren Quote Cover","The Barnes &amp;amp; Noble B505360439 Wren Quote Cover for Nook Color and Nook Tablet is made from Italian synthetic leather exterior finish with a great quotation coming from the renowned British architect Sir Christopher Wren, which is &amp;ldquo;Choose an author as you choose a friend&amp;rdquo;. This classy cover for your Nook devices also features its faux suede lining, an interior slide pocket, along with dual card slots. Also, it has a convenient rail system that safeguards your device with ease. Grab this essential accessory for your Nook Color and Tablet&amp;rsquo;s protection and for an inspired you today.",0.02,"http://ecx.images-amazon.com/images/I/31Vl-YJ5kbL._SY300_.jpg",,"[0594033926,059400232X,B007H564NS,B00DXY3COG,B00CPV1RDG,B004N8UO7E,B00JQUTCF4,B007YDAARE,B004YW5406,B005HI8BAG,B00CPV9YOU,059403390X,1615527648,B00HS5RUD0,B0071U6Y2A,B00IEI2WHY,B008EEPVO4,0594450233,B00A27WDEW,B009L3EKVW,0594479584,B004ZAA3YO,B006L38YTY,1400532655,1615527605,B0080NLCP6,B004AIHH7W,B00B97BBUQ,B004LEAKG0,B0032UP32K,B004HCYOIG,B006PK6GX4,B004N8PICA,B00AZR962G,B0053T83Y8,0594033918,B004WGKTRM,B00AAKLOWS,B00DU76J8C,B00BXE5WMS,B007YDAB6O,B00BXCN70O,B00A27WCS4,1616855711,1615527672,0594513294,B004JR5NDO,B004R4A2HG,161685572X,B00A654OLK,0594232678,161552763X,B0069ZFYCY,B007GX1V6Q,1400698987,B005HM8BRU,B00BN1Q7OI,059447955X,B007YDAAHO]",,"[0594033926,059400232X,B007H564NS]",Barnes &amp; Noble,"{Electronics,Computers & Accessories,PDAs, Handhelds & Accessories,PDA & Handheld Accessories}",396,1746.66,4.41
0594450268,"NOOK HD+ Protective Stand Cover","NOOK HD+ PROTECTIVE STAND COVER. CUSOM DESIGNED FOR NOOK. HORIZONTAL VIEWING ANGLE. INSTANT WAKE-UP FUNCTION. FITS 9-INCH NOOK HD+",25.78,"http://ecx.images-amazon.com/images/I/31x1Kj7yGdL._SY300_.jpg","[B00AK2MHEU,B00AFYBTSI,B00AFXGMN6,B00AGAS6XW,B00AGAYQEU,B00AAKLDN8,B00AFXEMCE,B00AFYA312,0594450233,B007XCINUW,B00BKOWE6I,B00AV1UWWY,1400501741,B00AAKLUWC,B00JQUT7F4,B009L7E838,B00AFXKID6,B00BN1Q5JA]",,"[B00AK2MHEU]","[B00BKOWE6I,B00CPV9YOU,B00AKCUEXG,B00E9IKYKK]",,"{All Electronics}",589,2942.32,5.0
0594482127,"NOOK HD 7 inch Protective 360 Stand Cover Black","Description:Custom designed for NOOKRotates to horizontal viewing angleRotates to vertical viewing angleFits 7 inch NOOK HD",127.99,"http://ecx.images-amazon.com/images/I/31Be21GGF2L._SX300_.jpg",,"[B00CPV1RDG]",,,,"{Electronics,eBook Readers & Accessories,Skins}",200,766.2,3.83
059400232X,"Barnes &amp; Noble B211-4023 Johnson Quote Cover","The Barnes &amp;amp; Noble B211-4023 Johnson Quote Cover is a cool cover for your Nook Devices as it comes with a wonderful quote coming from Samuel Johnson &amp;ldquo;A writer only begins a book. A reader finishes it.\" It is built from tough Italian synthetic leather plus a suede lining for the interior, offering you unmatched protection for your device. Its interior also features slide pocket and dual card pockets, making you store your other things as you carry around this cover. Also, its rail system guarantees that you maintain your Nook devices in place and protected.",4.99,"http://ecx.images-amazon.com/images/I/31zdIqAs4JL._SY300_.jpg",,"[0594033934,1615527648,0594033926,B004JR5NDO,161552763X,0594450187,0594033918,B00A7L668C,0594450233,B00CPV1RDG,B00ASQAJCU,B005HI7YEK,B007H564NS,0594479584,0594482550]",,"[0594033934,B004D1OBFW,1615527648]",Barnes &amp; Noble,"{Electronics,Computers & Accessories,PDAs, Handhelds & Accessories,PDA & Handheld Accessories}",710,3380.09,4.76
0594296420,"Barnes &amp; Noble NOOK Simple Touch Wall Adapter BNRP58501","If you prefer to charge your NOOK Simple Touch directly from the wall rather than your computer, this compact kit is the ideal accessory. The compact adapter, accented by an embossed \"nook\" logo, mates securely with the wall outlet, and the five-foot USB cable that comes with Your NOOK Simple Touch allows you ample leeway in positioning your device.Features:",6.99,"http://ecx.images-amazon.com/images/I/41WwbxmshWL._SY300_.jpg","[B0087UBS4M,B0032UP32K,140053271X,B007UXNHGY,B00FAS7ASW,1400532736,1615527672,B005HI7YEK,B005IBUZSS,1400699894,B0034ZPC7Y,B00406Q59K,B00KIBAOKW,161685572X,161552763X,B007UXNHWS,B007UXNHNM,B00BXCN54M,B0093DJ09W,B005IBV4LK,B005FG7K8O]",,"[B0087UBS4M,B0032UP32K]","[B0087UBS4M,B0032UP32K,B00AZRHYKW,B007Y3L5RI]",Barnes &amp; Noble,"{Electronics,Computers & Accessories,Laptop & Netbook Computer Accessories,Docking Stations}",472,2278.76,4.83
